START TRAINING DENOISER AT:  17556847855819
Iter 693: MSE - 0.49034449458122253
Iter 694: MSE - 0.4967383146286011
Iter 695: MSE - 0.4941747188568115
Iter 696: MSE - 0.4969971776008606
Iter 697: MSE - 0.49952855706214905
Iter 698: MSE - 0.5040917992591858
Iter 699: MSE - 0.5029647350311279
Iter 700: MSE - 0.49464595317840576
Iter 701: MSE - 0.4973733127117157
Iter 702: MSE - 0.49864882230758667
Iter 703: MSE - 0.4892483949661255
Iter 704: MSE - 0.5000478029251099
Iter 705: MSE - 0.49015337228775024
Iter 706: MSE - 0.48971155285835266
Iter 707: MSE - 0.498546838760376
Iter 708: MSE - 0.4957878291606903
Iter 709: MSE - 0.48908668756484985
Iter 710: MSE - 0.4956724941730499
Iter 711: MSE - 0.4942868649959564
Iter 712: MSE - 0.5025914907455444
Iter 713: MSE - 0.49571701884269714
Iter 714: MSE - 0.4923722743988037
Iter 715: MSE - 0.49743789434432983
Iter 716: MSE - 0.48907360434532166
Iter 717: MSE - 0.49419471621513367
Iter 718: MSE - 0.4933592975139618
Iter 719: MSE - 0.501114010810852
Iter 720: MSE - 0.49982813000679016
Iter 721: MSE - 0.49143460392951965
Iter 722: MSE - 0.5021728873252869
Iter 723: MSE - 0.49543577432632446
Iter 724: MSE - 0.49529126286506653
Iter 725: MSE - 0.49247294664382935
Iter 726: MSE - 0.4943062365055084
Iter 727: MSE - 0.5008769631385803
Iter 728: MSE - 0.4970204532146454
Iter 729: MSE - 0.49174562096595764
Iter 730: MSE - 0.4951935410499573
Iter 731: MSE - 0.4994918406009674
Iter 732: MSE - 0.4911417067050934
Iter 733: MSE - 0.49465498328208923
Iter 734: MSE - 0.5017080903053284
Iter 735: MSE - 0.5059686899185181
Iter 736: MSE - 0.4994838237762451
Iter 737: MSE - 0.4941282868385315
Iter 738: MSE - 0.4878292381763458
Iter 739: MSE - 0.5025937557220459
Iter 740: MSE - 0.4996797740459442
Iter 741: MSE - 0.4954284429550171
Iter 742: MSE - 0.4947073757648468
Iter 743: MSE - 0.4887658953666687
Iter 744: MSE - 0.5019904375076294
Iter 745: MSE - 0.4974614083766937
Iter 746: MSE - 0.49613580107688904
Iter 747: MSE - 0.5047810673713684
Iter 748: MSE - 0.49615055322647095
Iter 749: MSE - 0.5032874345779419
Iter 750: MSE - 0.4901590049266815
Iter 751: MSE - 0.4970160126686096
Iter 752: MSE - 0.5005977153778076
Iter 753: MSE - 0.4995197057723999
Iter 754: MSE - 0.49631038308143616
Iter 755: MSE - 0.4980858266353607
Iter 756: MSE - 0.4983625113964081
Iter 757: MSE - 0.4927295744419098
Iter 758: MSE - 0.49582719802856445
Iter 759: MSE - 0.5018154978752136
Iter 760: MSE - 0.4961695671081543
Iter 761: MSE - 0.4899419844150543
Iter 762: MSE - 0.49738702178001404
Iter 763: MSE - 0.4966007471084595
Iter 764: MSE - 0.4981181025505066
Iter 765: MSE - 0.4923093318939209
Iter 766: MSE - 0.5000686645507812
Iter 767: MSE - 0.49207955598831177
Iter 768: MSE - 0.49513477087020874
Iter 769: MSE - 0.4955044686794281
Iter 770: MSE - 0.49264153838157654
Iter 771: MSE - 0.4977704882621765
Iter 772: MSE - 0.5029458999633789
Iter 773: MSE - 0.5023345351219177
Iter 774: MSE - 0.49158936738967896
Iter 775: MSE - 0.4946775436401367
Iter 776: MSE - 0.4946361780166626
Validating Denoiser. Epoch: 2
 79%|███████▉  | 26/33 [00:01<00:00, 18.13it/s]
END TRAINING DENOISER AT <built-in function perf_counter_ns>

100%|██████████| 33/33 [00:01<00:00, 18.38it/s]
Traceback (most recent call last):
  File "/tmp/ipykernel_19063/1790823860.py", line 106, in training
    trainer_cb.train_epoch()
  File "/tmp/ipykernel_19063/1739265231.py", line 124, in train_epoch
    predict = self.model(data)
  File "/home/nxhoang/Work/HPE/venv/lib/python3.8/site-packages/torch/nn/modules/module.py", line 1518, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)
  File "/home/nxhoang/Work/HPE/venv/lib/python3.8/site-packages/torch/nn/modules/module.py", line 1527, in _call_impl
    return forward_call(*args, **kwargs)
  File "/tmp/ipykernel_19063/179411685.py", line 12, in forward
    output = self.predictor(encoded)
  File "/home/nxhoang/Work/HPE/venv/lib/python3.8/site-packages/torch/nn/modules/module.py", line 1518, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)
  File "/home/nxhoang/Work/HPE/venv/lib/python3.8/site-packages/torch/nn/modules/module.py", line 1527, in _call_impl
    return forward_call(*args, **kwargs)
  File "/tmp/ipykernel_19063/3528832199.py", line 105, in forward
    x = self.cnn(x)
  File "/home/nxhoang/Work/HPE/venv/lib/python3.8/site-packages/torch/nn/modules/module.py", line 1518, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)
  File "/home/nxhoang/Work/HPE/venv/lib/python3.8/site-packages/torch/nn/modules/module.py", line 1527, in _call_impl
    return forward_call(*args, **kwargs)
  File "/home/nxhoang/Work/HPE/venv/lib/python3.8/site-packages/torch/nn/modules/container.py", line 215, in forward
    input = module(input)
  File "/home/nxhoang/Work/HPE/venv/lib/python3.8/site-packages/torch/nn/modules/module.py", line 1518, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)
  File "/home/nxhoang/Work/HPE/venv/lib/python3.8/site-packages/torch/nn/modules/module.py", line 1527, in _call_impl
    return forward_call(*args, **kwargs)
  File "/tmp/ipykernel_19063/1051490638.py", line 35, in forward
    softmax_attention = self.attention(x).unsqueeze(2).unsqueeze(4)    # size : [bs, n_ker, 1, freqs, 1]
  File "/home/nxhoang/Work/HPE/venv/lib/python3.8/site-packages/torch/nn/modules/module.py", line 1518, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)
  File "/home/nxhoang/Work/HPE/venv/lib/python3.8/site-packages/torch/nn/modules/module.py", line 1527, in _call_impl
    return forward_call(*args, **kwargs)
  File "/tmp/ipykernel_19063/1051490638.py", line 105, in forward
    x = self.conv1d1(x)               #x size : [bs, hid_chan, frames]
  File "/home/nxhoang/Work/HPE/venv/lib/python3.8/site-packages/torch/nn/modules/module.py", line 1518, in _wrapped_call_impl
    return self._call_impl(*args, **kwargs)
  File "/home/nxhoang/Work/HPE/venv/lib/python3.8/site-packages/torch/nn/modules/module.py", line 1527, in _call_impl
    return forward_call(*args, **kwargs)
  File "/home/nxhoang/Work/HPE/venv/lib/python3.8/site-packages/torch/nn/modules/conv.py", line 310, in forward
    return self._conv_forward(input, self.weight, self.bias)
  File "/home/nxhoang/Work/HPE/venv/lib/python3.8/site-packages/torch/nn/modules/conv.py", line 306, in _conv_forward
    return F.conv1d(input, weight, bias, self.stride,
RuntimeError: Calculated padded input size per channel: (3). Kernel size: (5). Kernel size can't be greater than actual input size
START TRAINING ESTIMATOR AT:  17750650250548
Training Estimator.  Epoch 0
torch.Size([128, 204, 5, 22])
